order_id,order_line_id,order_number,customer_id,product_id,order_date,requested_ship_date,order_status,order_channel,quantity,unit_price,discount_pct,tax_amount,ship_from_location_id,ship_to_location_id,currency_code,sales_rep,created_at,updated_at,_loaded_at,_source_system
ORD00049,OL000099,SO-20240049,CUST0049,PROD0016,2024-05-31,2024-06-10,CLOSED,PHONE,30,125.8426,0.05,224.1571,LOC0004,LOC0067,USD,M. Torres,2024-05-31 00:00:00,2024-06-02 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00050,OL000100,SO-20240050,CUST0050,PROD0018,2024-06-03,2024-06-10,CLOSED,SALES_REP,31,55.1057,0.1,96.0906,LOC0018,LOC0079,USD,R. Brooks,2024-06-03 00:00:00,2024-06-05 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00051,OL000101,SO-20240051,CUST0051,PROD0098,2024-06-06,2024-06-09,CLOSED,MARKETPLACE,16,98.883,0.1,88.9947,LOC0015,LOC0072,USD,A. Patel,2024-06-06 00:00:00,2024-06-08 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00052,OL000102,SO-20240052,CUST0052,PROD0008,2024-06-09,2024-06-19,CANCELLED,EDI,36,43.5511,0,97.99,LOC0006,LOC0069,USD,R. Brooks,2024-06-09 00:00:00,2024-06-11 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00053,OL000103,SO-20240053,CUST0053,PROD0027,2024-06-12,2024-06-22,SHIPPED,SALES_REP,46,64.8531,0,186.4527,LOC0002,LOC0078,USD,J. Kim,2024-06-12 00:00:00,2024-06-14 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00053,OL000104,SO-20240053,CUST0053,PROD0066,2024-06-12,2024-06-22,SHIPPED,SALES_REP,27,164.23,0,277.1381,LOC0010,LOC0050,USD,S. Nguyen,2024-06-12 00:00:00,2024-06-14 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00053,OL000105,SO-20240053,CUST0053,PROD0033,2024-06-12,2024-06-15,SHIPPED,WEB,1,33.9514,0.1,1.9098,LOC0014,LOC0071,USD,L. Chen,2024-06-12 00:00:00,2024-06-14 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00054,OL000106,SO-20240054,CUST0054,PROD0009,2024-06-15,2024-06-19,OPEN,EDI,31,46.8027,0.05,86.1462,LOC0014,LOC0072,USD,S. Nguyen,2024-06-15 00:00:00,2024-06-17 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00055,OL000107,SO-20240055,CUST0055,PROD0049,2024-06-18,2024-06-22,SHIPPED,PHONE,6,67.6002,0.1,22.8151,LOC0004,LOC0060,USD,R. Brooks,2024-06-18 00:00:00,2024-06-20 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00055,OL000108,SO-20240055,CUST0055,PROD0051,2024-06-18,2024-06-20,SHIPPED,WEB,34,22.4202,0,47.6429,LOC0010,LOC0078,USD,L. Chen,2024-06-18 00:00:00,2024-06-20 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00056,OL000109,SO-20240056,CUST0056,PROD0069,2024-06-21,2024-06-30,CLOSED,PHONE,25,79.715,0,124.5547,LOC0005,LOC0066,USD,J. Kim,2024-06-21 00:00:00,2024-06-23 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00056,OL000110,SO-20240056,CUST0056,PROD0093,2024-06-21,2024-06-23,CLOSED,EDI,8,19.0004,0.05,9.0252,LOC0007,LOC0053,USD,A. Patel,2024-06-21 00:00:00,2024-06-23 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00057,OL000111,SO-20240057,CUST0057,PROD0077,2024-06-24,2024-06-29,CLOSED,WEB,44,81.3808,0,223.7972,LOC0013,LOC0077,USD,J. Kim,2024-06-24 00:00:00,2024-06-26 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00057,OL000112,SO-20240057,CUST0057,PROD0070,2024-06-24,2024-06-28,CLOSED,MARKETPLACE,14,126.5091,0,110.6955,LOC0010,LOC0063,USD,L. Chen,2024-06-24 00:00:00,2024-06-26 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00058,OL000113,SO-20240058,CUST0058,PROD0077,2024-06-27,2024-07-03,CLOSED,EDI,44,82.8512,0,227.8408,LOC0017,LOC0063,USD,S. Nguyen,2024-06-27 00:00:00,2024-06-29 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00058,OL000114,SO-20240058,CUST0058,PROD0039,2024-06-27,2024-07-01,CLOSED,SALES_REP,18,115.7989,0.1,117.2464,LOC0018,LOC0080,USD,A. Patel,2024-06-27 00:00:00,2024-06-29 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00058,OL000115,SO-20240058,CUST0058,PROD0045,2024-06-27,2024-07-04,CLOSED,SALES_REP,42,53.0615,0.1,125.3578,LOC0014,LOC0058,USD,M. Torres,2024-06-27 00:00:00,2024-06-29 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00059,OL000116,SO-20240059,CUST0059,PROD0061,2024-06-30,2024-07-04,SHIPPED,SALES_REP,16,128.4859,0,128.4859,LOC0002,LOC0075,USD,S. Nguyen,2024-06-30 00:00:00,2024-07-02 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00059,OL000117,SO-20240059,CUST0059,PROD0072,2024-06-30,2024-07-06,SHIPPED,EDI,34,87.0693,0,185.0223,LOC0011,LOC0054,USD,S. Nguyen,2024-06-30 00:00:00,2024-07-02 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00059,OL000118,SO-20240059,CUST0059,PROD0048,2024-06-30,2024-07-02,SHIPPED,PHONE,6,74.1377,0,27.8016,LOC0013,LOC0051,USD,A. Patel,2024-06-30 00:00:00,2024-07-02 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00060,OL000119,SO-20240060,CUST0060,PROD0093,2024-07-03,2024-07-08,PARTIAL,PHONE,43,20.7562,0.05,52.9932,LOC0010,LOC0049,USD,J. Kim,2024-07-03 00:00:00,2024-07-05 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00060,OL000120,SO-20240060,CUST0060,PROD0025,2024-07-03,2024-07-08,PARTIAL,MARKETPLACE,48,47.6657,0.05,135.8472,LOC0007,LOC0074,USD,J. Kim,2024-07-03 00:00:00,2024-07-05 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00060,OL000121,SO-20240060,CUST0060,PROD0071,2024-07-03,2024-07-12,PARTIAL,MARKETPLACE,21,129.3608,0.05,161.2967,LOC0012,LOC0068,USD,M. Torres,2024-07-03 00:00:00,2024-07-05 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00061,OL000122,SO-20240061,CUST0061,PROD0060,2024-07-06,2024-07-13,SHIPPED,EDI,7,123.4135,0.05,51.2937,LOC0012,LOC0069,USD,S. Nguyen,2024-07-06 00:00:00,2024-07-08 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00061,OL000123,SO-20240061,CUST0061,PROD0006,2024-07-06,2024-07-08,SHIPPED,PHONE,37,82.0925,0,189.8389,LOC0018,LOC0075,USD,M. Torres,2024-07-06 00:00:00,2024-07-08 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00062,OL000124,SO-20240062,CUST0062,PROD0030,2024-07-09,2024-07-18,PARTIAL,MARKETPLACE,25,72.3071,0,112.9798,LOC0011,LOC0065,USD,S. Nguyen,2024-07-09 00:00:00,2024-07-11 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00062,OL000125,SO-20240062,CUST0062,PROD0093,2024-07-09,2024-07-13,PARTIAL,PHONE,42,21.3588,0.05,53.2635,LOC0006,LOC0057,USD,L. Chen,2024-07-09 00:00:00,2024-07-11 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00063,OL000126,SO-20240063,CUST0063,PROD0070,2024-07-12,2024-07-14,CLOSED,WEB,42,130.5057,0.1,308.3197,LOC0002,LOC0049,USD,S. Nguyen,2024-07-12 00:00:00,2024-07-14 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00064,OL000127,SO-20240064,CUST0064,PROD0030,2024-07-15,2024-07-20,PARTIAL,MARKETPLACE,5,73.8999,0,23.0937,LOC0015,LOC0072,USD,A. Patel,2024-07-15 00:00:00,2024-07-17 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00064,OL000128,SO-20240064,CUST0064,PROD0080,2024-07-15,2024-07-24,PARTIAL,SALES_REP,41,145.361,0.1,335.2388,LOC0001,LOC0049,USD,R. Brooks,2024-07-15 00:00:00,2024-07-17 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00064,OL000129,SO-20240064,CUST0064,PROD0071,2024-07-15,2024-07-21,PARTIAL,MARKETPLACE,27,114.0262,0.1,173.1773,LOC0010,LOC0050,USD,R. Brooks,2024-07-15 00:00:00,2024-07-17 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00065,OL000130,SO-20240065,CUST0065,PROD0056,2024-07-18,2024-07-28,CLOSED,EDI,12,146.9293,0,110.197,LOC0008,LOC0061,USD,R. Brooks,2024-07-18 00:00:00,2024-07-20 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00065,OL000131,SO-20240065,CUST0065,PROD0068,2024-07-18,2024-07-26,CLOSED,WEB,17,37.9569,0,40.3292,LOC0012,LOC0074,USD,S. Nguyen,2024-07-18 00:00:00,2024-07-20 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00065,OL000132,SO-20240065,CUST0065,PROD0073,2024-07-18,2024-07-24,CLOSED,WEB,16,9.4877,0,9.4877,LOC0002,LOC0054,USD,S. Nguyen,2024-07-18 00:00:00,2024-07-20 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00066,OL000133,SO-20240066,CUST0066,PROD0061,2024-07-21,2024-07-24,SHIPPED,SALES_REP,4,124.2939,0,31.0735,LOC0014,LOC0070,USD,R. Brooks,2024-07-21 00:00:00,2024-07-23 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00066,OL000134,SO-20240066,CUST0066,PROD0013,2024-07-21,2024-07-26,SHIPPED,MARKETPLACE,34,105.4777,0,224.1401,LOC0016,LOC0066,USD,A. Patel,2024-07-21 00:00:00,2024-07-23 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00066,OL000135,SO-20240066,CUST0066,PROD0010,2024-07-21,2024-07-23,SHIPPED,EDI,44,42.1062,0.1,104.2128,LOC0011,LOC0050,USD,J. Kim,2024-07-21 00:00:00,2024-07-23 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00067,OL000136,SO-20240067,CUST0067,PROD0051,2024-07-24,2024-07-29,CLOSED,MARKETPLACE,5,23.0855,0.1,6.4928,LOC0013,LOC0070,USD,S. Nguyen,2024-07-24 00:00:00,2024-07-26 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00067,OL000137,SO-20240067,CUST0067,PROD0097,2024-07-24,2024-08-03,CLOSED,PHONE,48,85.8916,0,257.6748,LOC0002,LOC0055,USD,S. Nguyen,2024-07-24 00:00:00,2024-07-26 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00067,OL000138,SO-20240067,CUST0067,PROD0030,2024-07-24,2024-08-01,CLOSED,PHONE,5,69.6498,0.1,19.589,LOC0001,LOC0066,USD,S. Nguyen,2024-07-24 00:00:00,2024-07-26 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00068,OL000139,SO-20240068,CUST0068,PROD0071,2024-07-27,2024-08-04,SHIPPED,WEB,25,122.4599,0.1,172.2092,LOC0010,LOC0064,USD,L. Chen,2024-07-27 00:00:00,2024-07-29 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00068,OL000140,SO-20240068,CUST0068,PROD0010,2024-07-27,2024-07-31,SHIPPED,SALES_REP,6,37.9059,0.05,13.504,LOC0011,LOC0072,USD,A. Patel,2024-07-27 00:00:00,2024-07-29 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00069,OL000141,SO-20240069,CUST0069,PROD0057,2024-07-30,2024-08-03,OPEN,WEB,24,96.8695,0,145.3042,LOC0006,LOC0076,USD,S. Nguyen,2024-07-30 00:00:00,2024-08-01 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00069,OL000142,SO-20240069,CUST0069,PROD0072,2024-07-30,2024-08-01,OPEN,WEB,36,92.7483,0,208.6837,LOC0012,LOC0054,USD,R. Brooks,2024-07-30 00:00:00,2024-08-01 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00070,OL000143,SO-20240070,CUST0070,PROD0050,2024-08-02,2024-08-05,CLOSED,MARKETPLACE,1,78.0014,0.05,4.6313,LOC0008,LOC0059,USD,L. Chen,2024-08-02 00:00:00,2024-08-04 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00070,OL000144,SO-20240070,CUST0070,PROD0049,2024-08-02,2024-08-08,CLOSED,SALES_REP,11,61.8096,0,42.4941,LOC0005,LOC0053,USD,J. Kim,2024-08-02 00:00:00,2024-08-04 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00071,OL000145,SO-20240071,CUST0071,PROD0039,2024-08-05,2024-08-11,SHIPPED,EDI,31,130.3901,0,252.6308,LOC0016,LOC0061,USD,S. Nguyen,2024-08-05 00:00:00,2024-08-07 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00071,OL000146,SO-20240071,CUST0071,PROD0014,2024-08-05,2024-08-12,SHIPPED,MARKETPLACE,9,96.7241,0.05,51.6869,LOC0013,LOC0070,USD,S. Nguyen,2024-08-05 00:00:00,2024-08-07 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00072,OL000147,SO-20240072,CUST0072,PROD0077,2024-08-08,2024-08-13,SHIPPED,SALES_REP,9,76.2341,0.1,38.5935,LOC0011,LOC0060,USD,S. Nguyen,2024-08-08 00:00:00,2024-08-10 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00072,OL000148,SO-20240072,CUST0072,PROD0041,2024-08-08,2024-08-13,SHIPPED,PHONE,19,71.0129,0.05,80.1114,LOC0013,LOC0066,USD,S. Nguyen,2024-08-08 00:00:00,2024-08-10 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00072,OL000149,SO-20240072,CUST0072,PROD0047,2024-08-08,2024-08-18,SHIPPED,EDI,8,64.226,0,32.113,LOC0018,LOC0050,USD,L. Chen,2024-08-08 00:00:00,2024-08-10 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00073,OL000150,SO-20240073,CUST0073,PROD0027,2024-08-11,2024-08-19,SHIPPED,SALES_REP,29,67.0793,0,121.5812,LOC0005,LOC0068,USD,J. Kim,2024-08-11 00:00:00,2024-08-13 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00073,OL000151,SO-20240073,CUST0073,PROD0033,2024-08-11,2024-08-19,SHIPPED,WEB,43,30.8188,0.05,78.6842,LOC0015,LOC0079,USD,R. Brooks,2024-08-11 00:00:00,2024-08-13 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00073,OL000152,SO-20240073,CUST0073,PROD0052,2024-08-11,2024-08-21,SHIPPED,WEB,35,27.7318,0.05,57.6301,LOC0012,LOC0054,USD,A. Patel,2024-08-11 00:00:00,2024-08-13 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00074,OL000153,SO-20240074,CUST0074,PROD0086,2024-08-14,2024-08-16,CLOSED,MARKETPLACE,23,123.9263,0.1,160.3297,LOC0013,LOC0070,USD,S. Nguyen,2024-08-14 00:00:00,2024-08-16 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00074,OL000154,SO-20240074,CUST0074,PROD0014,2024-08-14,2024-08-24,CLOSED,MARKETPLACE,1,93.3864,0,5.8366,LOC0018,LOC0063,USD,S. Nguyen,2024-08-14 00:00:00,2024-08-16 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00074,OL000155,SO-20240074,CUST0074,PROD0048,2024-08-14,2024-08-24,CLOSED,EDI,26,73.2703,0.1,107.1578,LOC0012,LOC0050,USD,S. Nguyen,2024-08-14 00:00:00,2024-08-16 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00075,OL000156,SO-20240075,CUST0075,PROD0011,2024-08-17,2024-08-24,PARTIAL,PHONE,8,95.7681,0,47.8841,LOC0011,LOC0078,USD,J. Kim,2024-08-17 00:00:00,2024-08-19 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00075,OL000157,SO-20240075,CUST0075,PROD0067,2024-08-17,2024-08-26,PARTIAL,SALES_REP,31,123.4052,0,239.0976,LOC0011,LOC0053,USD,M. Torres,2024-08-17 00:00:00,2024-08-19 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00076,OL000158,SO-20240076,CUST0001,PROD0015,2024-08-20,2024-08-24,OPEN,EDI,2,58.3166,0,7.2896,LOC0017,LOC0060,USD,R. Brooks,2024-08-20 00:00:00,2024-08-22 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00076,OL000159,SO-20240076,CUST0001,PROD0021,2024-08-20,2024-08-25,OPEN,SALES_REP,22,21.783,0.05,28.454,LOC0006,LOC0060,USD,L. Chen,2024-08-20 00:00:00,2024-08-22 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00076,OL000160,SO-20240076,CUST0001,PROD0085,2024-08-20,2024-08-25,OPEN,SALES_REP,28,22.0592,0.1,34.7432,LOC0014,LOC0073,USD,A. Patel,2024-08-20 00:00:00,2024-08-22 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00077,OL000161,SO-20240077,CUST0002,PROD0036,2024-08-23,2024-08-26,CLOSED,MARKETPLACE,46,50.781,0,145.9954,LOC0006,LOC0072,USD,M. Torres,2024-08-23 00:00:00,2024-08-25 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00078,OL000162,SO-20240078,CUST0003,PROD0034,2024-08-26,2024-09-02,PARTIAL,MARKETPLACE,43,71.3953,0.1,172.6874,LOC0013,LOC0074,USD,R. Brooks,2024-08-26 00:00:00,2024-08-28 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00079,OL000163,SO-20240079,CUST0004,PROD0059,2024-08-29,2024-09-01,PARTIAL,EDI,40,62.2641,0,155.6602,LOC0011,LOC0056,USD,J. Kim,2024-08-29 00:00:00,2024-08-31 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00079,OL000164,SO-20240079,CUST0004,PROD0040,2024-08-29,2024-09-08,PARTIAL,SALES_REP,8,73.7921,0,36.8961,LOC0014,LOC0057,USD,R. Brooks,2024-08-29 00:00:00,2024-08-31 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00080,OL000165,SO-20240080,CUST0005,PROD0063,2024-09-01,2024-09-11,SHIPPED,EDI,41,30.1576,0,77.2788,LOC0016,LOC0067,USD,J. Kim,2024-09-01 00:00:00,2024-09-03 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00081,OL000166,SO-20240081,CUST0006,PROD0080,2024-09-04,2024-09-13,PARTIAL,EDI,4,149.9229,0,37.4807,LOC0007,LOC0073,USD,R. Brooks,2024-09-04 00:00:00,2024-09-06 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00081,OL000167,SO-20240081,CUST0006,PROD0065,2024-09-04,2024-09-12,PARTIAL,SALES_REP,42,126.74,0.05,316.0579,LOC0016,LOC0059,USD,A. Patel,2024-09-04 00:00:00,2024-09-06 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00082,OL000168,SO-20240082,CUST0007,PROD0038,2024-09-07,2024-09-13,CLOSED,EDI,3,101.0758,0.1,17.0565,LOC0015,LOC0080,USD,R. Brooks,2024-09-07 00:00:00,2024-09-09 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00083,OL000169,SO-20240083,CUST0008,PROD0015,2024-09-10,2024-09-20,CLOSED,WEB,18,57.6537,0,64.8604,LOC0015,LOC0062,USD,S. Nguyen,2024-09-10 00:00:00,2024-09-12 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00083,OL000170,SO-20240083,CUST0008,PROD0014,2024-09-10,2024-09-16,CLOSED,WEB,48,105.2348,0,315.7044,LOC0015,LOC0065,USD,M. Torres,2024-09-10 00:00:00,2024-09-12 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00083,OL000171,SO-20240083,CUST0008,PROD0012,2024-09-10,2024-09-15,CLOSED,EDI,29,68.4146,0,124.0015,LOC0012,LOC0076,USD,J. Kim,2024-09-10 00:00:00,2024-09-12 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00084,OL000172,SO-20240084,CUST0009,PROD0027,2024-09-13,2024-09-19,CLOSED,MARKETPLACE,4,64.7174,0.1,14.5614,LOC0018,LOC0059,USD,M. Torres,2024-09-13 00:00:00,2024-09-15 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00085,OL000173,SO-20240085,CUST0010,PROD0038,2024-09-16,2024-09-19,DRAFT,EDI,37,100.948,0.1,210.098,LOC0014,LOC0052,USD,M. Torres,2024-09-16 00:00:00,2024-09-18 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00085,OL000174,SO-20240085,CUST0010,PROD0084,2024-09-16,2024-09-21,DRAFT,EDI,9,15.0824,0,8.4839,LOC0011,LOC0064,USD,L. Chen,2024-09-16 00:00:00,2024-09-18 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00086,OL000175,SO-20240086,CUST0011,PROD0074,2024-09-19,2024-09-27,SHIPPED,SALES_REP,41,169.3898,0.05,412.3583,LOC0003,LOC0054,USD,S. Nguyen,2024-09-19 00:00:00,2024-09-21 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00087,OL000176,SO-20240087,CUST0012,PROD0089,2024-09-22,2024-09-29,CLOSED,MARKETPLACE,24,163.0449,0.05,232.339,LOC0001,LOC0054,USD,L. Chen,2024-09-22 00:00:00,2024-09-24 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00087,OL000177,SO-20240087,CUST0012,PROD0059,2024-09-22,2024-09-25,CLOSED,MARKETPLACE,41,67.5062,0,172.9846,LOC0013,LOC0062,USD,S. Nguyen,2024-09-22 00:00:00,2024-09-24 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00088,OL000178,SO-20240088,CUST0013,PROD0035,2024-09-25,2024-10-05,CLOSED,MARKETPLACE,21,13.5022,0,17.7216,LOC0005,LOC0080,USD,M. Torres,2024-09-25 00:00:00,2024-09-27 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00088,OL000179,SO-20240088,CUST0013,PROD0088,2024-09-25,2024-09-27,CLOSED,WEB,4,64.2871,0.05,15.2682,LOC0006,LOC0077,USD,S. Nguyen,2024-09-25 00:00:00,2024-09-27 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00089,OL000180,SO-20240089,CUST0014,PROD0026,2024-09-28,2024-10-02,OPEN,PHONE,45,93.0429,0,261.6832,LOC0003,LOC0072,USD,M. Torres,2024-09-28 00:00:00,2024-09-30 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00089,OL000181,SO-20240089,CUST0014,PROD0011,2024-09-28,2024-09-30,OPEN,SALES_REP,24,93.3097,0,139.9646,LOC0010,LOC0063,USD,S. Nguyen,2024-09-28 00:00:00,2024-09-30 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00090,OL000182,SO-20240090,CUST0015,PROD0013,2024-10-01,2024-10-05,CLOSED,MARKETPLACE,1,94.1748,0,5.8859,LOC0008,LOC0077,USD,A. Patel,2024-10-01 00:00:00,2024-10-03 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00090,OL000183,SO-20240090,CUST0015,PROD0002,2024-10-01,2024-10-09,CLOSED,EDI,45,98.2851,0,276.4268,LOC0016,LOC0053,USD,J. Kim,2024-10-01 00:00:00,2024-10-03 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00090,OL000184,SO-20240090,CUST0015,PROD0050,2024-10-01,2024-10-04,CLOSED,PHONE,6,83.7472,0,31.4052,LOC0012,LOC0068,USD,J. Kim,2024-10-01 00:00:00,2024-10-03 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00091,OL000185,SO-20240091,CUST0016,PROD0083,2024-10-04,2024-10-06,SHIPPED,MARKETPLACE,44,102.2792,0.1,253.141,LOC0006,LOC0077,USD,M. Torres,2024-10-04 00:00:00,2024-10-06 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00092,OL000186,SO-20240092,CUST0017,PROD0096,2024-10-07,2024-10-16,CLOSED,EDI,10,53.836,0.1,30.2828,LOC0003,LOC0055,USD,J. Kim,2024-10-07 00:00:00,2024-10-09 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00092,OL000187,SO-20240092,CUST0017,PROD0097,2024-10-07,2024-10-14,CLOSED,SALES_REP,8,92.5425,0.05,43.9577,LOC0011,LOC0057,USD,J. Kim,2024-10-07 00:00:00,2024-10-09 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00092,OL000188,SO-20240092,CUST0017,PROD0036,2024-10-07,2024-10-13,CLOSED,WEB,42,45.0995,0.1,106.5476,LOC0010,LOC0062,USD,R. Brooks,2024-10-07 00:00:00,2024-10-09 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00093,OL000189,SO-20240093,CUST0018,PROD0096,2024-10-10,2024-10-15,CLOSED,SALES_REP,26,48.7328,0,79.1908,LOC0013,LOC0056,USD,J. Kim,2024-10-10 00:00:00,2024-10-12 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00094,OL000190,SO-20240094,CUST0019,PROD0010,2024-10-13,2024-10-20,SHIPPED,PHONE,34,41.8708,0,88.9755,LOC0005,LOC0073,USD,R. Brooks,2024-10-13 00:00:00,2024-10-15 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00094,OL000191,SO-20240094,CUST0019,PROD0054,2024-10-13,2024-10-22,SHIPPED,WEB,24,91.4627,0,137.1941,LOC0001,LOC0053,USD,A. Patel,2024-10-13 00:00:00,2024-10-15 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00094,OL000192,SO-20240094,CUST0019,PROD0034,2024-10-13,2024-10-21,SHIPPED,MARKETPLACE,14,62.3982,0,54.5984,LOC0010,LOC0075,USD,S. Nguyen,2024-10-13 00:00:00,2024-10-15 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00095,OL000193,SO-20240095,CUST0020,PROD0082,2024-10-16,2024-10-22,CLOSED,WEB,35,102.4362,0,224.0792,LOC0010,LOC0054,USD,R. Brooks,2024-10-16 00:00:00,2024-10-18 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00096,OL000194,SO-20240096,CUST0021,PROD0069,2024-10-19,2024-10-25,CANCELLED,SALES_REP,21,74.4011,0,97.6514,LOC0008,LOC0052,USD,J. Kim,2024-10-19 00:00:00,2024-10-21 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00097,OL000195,SO-20240097,CUST0022,PROD0015,2024-10-22,2024-10-28,OPEN,EDI,30,56.1965,0,105.3684,LOC0004,LOC0049,USD,L. Chen,2024-10-22 00:00:00,2024-10-24 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00097,OL000196,SO-20240097,CUST0022,PROD0018,2024-10-22,2024-10-29,OPEN,MARKETPLACE,45,53.7627,0.05,143.6472,LOC0017,LOC0065,USD,J. Kim,2024-10-22 00:00:00,2024-10-24 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00098,OL000197,SO-20240098,CUST0023,PROD0100,2024-10-25,2024-10-27,SHIPPED,PHONE,18,123.765,0,139.2356,LOC0014,LOC0066,USD,R. Brooks,2024-10-25 00:00:00,2024-10-27 00:00:00,2025-09-20 06:00:00,NETSUITE
ORD00098,OL000198,SO-20240098,CUST0023,PROD0009,2024-10-25,2024-10-28,SHIPPED,SALES_REP,17,52.3925,0.1,50.1003,LOC0015,LOC0072,USD,A. Patel,2024-10-25 00:00:00,2024-10-27 00:00:00,2025-09-20 06:00:00,NETSUITE
